CircRNA,MDA-MB-231,MCF-7,averange,Chromosome,CircStart,CircEnd,Strand,Spliced seq length,Best transcript,Gene Symbol
hsa_circ_0024695,265.4693,463.6472,,chr11,121498263,121498476,+,213,ENST00000260197,SORL1
hsa-circRNA1217,5901.331,10369.57,,chr11,7570670,7570770,+,100,ENST00000526873,PPFIBP2
hsa_circ_0023116,441.2365,247.4641,,chr11,67351934,67354124,+,672,ENST00000398606,GSTP1
hsa_circ_0096407,81.49150917,68.62610542,,chr11,73723622,73817538,-,93916,ENST00000334126,C2CD3
hsa_circ_0022605,212.6028,257.8672,,chr11,63527363,63532726,-,4926,ENST00000433688,-
hsa_circ_0023055,1365.848,658.6533,,chr11,66947549,66995634,+,1042,ENST00000398645,KDM2A
hsa_circ_0022306,2974.332479,2367.206655,,chr11,61093082,61097546,-,552,ENST00000301764,DDB1
hsa-circRNA9487-20,1156.659,812.4361,,chr11,47843638,47859175,-,431,ENST00000378460,NUP160
hsa_circ_0022467,639.5869449,747.4970568,,chr11,62371584,62372652,-,157,ENST00000394773,EML3
hsa_circ_0003379,1347.87,430.5407,,chr11,1307231,1311639,-,427,ENST00000317204,TOLLIP
hsa_circ_0095394,542.1228,62.08613,,chr11,13725682,13725893,+,211,ENST00000354817,FAR1
hsa-circRNA1442-6,807.4323,904.9785,,chr11,67049120,67049199,+,79,ENST00000308595,ADRBK1
hsa-circRNA1585-10,383.9863,94.9875,,chr11,122646926,122677224,+,1541,ENST00000284273,UBASH3B
hsa_circ_0023601,72.21872,237.3405,,chr11,74570202,74660232,-,1478,ENST00000340360,XRRA1
hsa_circ_0022843,351.7105,561.342,,chr11,65365228,65373552,-,1474,ENST00000524848,MAP3K11
hsa_circ_0021679,548.1908,571.6707,,chr11,34145848,34158573,+,1203,ENST00000257829,NAT10
hsa_circ_0023060,809.4776,360.2694,,chr11,66982810,66983420,+,201,ENST00000398645,KDM2A
hsa_circ_0022190,3672.468526,2303.332395,,chr11,58377770,58384288,+,622,ENST00000316059,ZFP91
hsa_circ_0095788,7874.043,4938.652,,chr11,3704429,3716836,-,909,ENST00000324932,NUP98
hsa_circ_0096565,571.3967,566.1809,,chr11,82874720,82875443,+,384,ENST00000298281,PCF11
hsa_circ_0095339,408.3277,308.9182,,chr11,128963515,128997200,-,33685,ENST00000310343,ARHGAP32
hsa-circRNA1510-1,625.7994,287.4445,,chr11,93408736,93412718,+,237,ENST00000325212,KIAA1731
hsa_circ_0021293,7692.315,3607.078,,chr11,12525860,12530189,+,175,ENST00000334956,PARVA
hsa_circ_0024531,2511.414,1153.838,,chr11,118949274,118950010,+,515,ENST00000531528,VPS11
hsa_circ_0022657,793.3793,1628.62,,chr11,63991571,63991682,-,111,ENST00000394547,TRPT1
hsa-circRNA9667-1,1086.216,354.3891,,chr11,94168997,94170401,-,127,ENST00000323929,MRE11A
hsa_circ_0095614,24.25355,4.635857,,chr11,22242642,22284589,+,1718,ENST00000324559,ANO5
hsa_circ_0021157,1155.179,531.9008,,chr11,9309248,9316934,-,328,ENST00000299596,TMEM41B
hsa_circ_0023628,17379.1,15736.37,,chr11,75279775,75280216,+,332,ENST00000533603,SERPINH1
hsa-circRNA9643-9,304.3303,650.358,,chr11,78180292,78282489,-,885,ENST00000281038,NARS2
hsa_circ_0024472,241.1673,583.6805,,chr11,118443101,118455359,+,979,ENST00000392859,ARCN1
hsa_circ_0023997,10.91233,10.13043,,chr11,92085261,92539681,+,9264,ENST00000409404,FAT3
hsa_circ_0022063,337.432,224.4407,,chr11,47809733,47814498,-,457,ENST00000378460,NUP160
hsa_circ_0023311,40.69646,119.9902,,chr11,70013347,70026162,+,352,ENST00000355303,ANO1
hsa_circ_0023623,800.7549,312.0941,,chr11,75160021,75168831,-,493,ENST00000527820,GDPD5
hsa_circ_0094860,201.8029,62.94775,,chr11,108029646,108032907,-,3261,ENST00000278612,NPAT
hsa_circ_0021846,345.1206,378.1853,,chr11,46455023,46570050,-,2826,ENST00000298834,AMBRA1
hsa_circ_0094754,424.5137,106.1374,,chr11,103128336,103194718,+,1578,ENST00000375735,DYNC2H1
hsa-circRNA1594-7,2642.065,515.4859,,chr11,124829010,124829899,+,339,ENST00000529051,CCDC15
hsa_circ_0023770,5763.933,5903.345,,chr11,77815025,77815499,-,171,ENST00000530608,ALG8
hsa-circRNA1531-55,311.95,128.0535,,chr11,108098502,108142133,+,3005,ENST00000527805,ATM
hsa_circ_0022671,1916.734,550.9915,,chr11,64022219,64026185,+,1076,ENST00000279230,PLCB3
hsa_circ_0022425,1458.472132,926.5862044,,chr11,62259203,62303570,-,442,ENST00000257247,AHNAK
hsa_circ_0095200,103.3461,80.82364,,chr11,120906441,120930794,+,854,ENST00000531148,TBCEL
hsa_circ_0023505,2055.819,1530.303,,chr11,73418464,73427407,-,206,ENST00000310653,RAB6A
hsa_circ_0024498,4304.66,2031.675,,chr11,118633920,118636063,-,242,ENST00000264018,DDX6
hsa-circRNA9660-1,5.74798,4.744436,,chr11,89133184,89155150,-,526,ENST00000424319,NOX4
hsa_circ_0023674,1347.905,685.9327,,chr11,77033061,77043912,-,1531,ENST00000530617,PAK1
hsa_circ_0095683,1838.18,1683.414,,chr11,31616316,31653952,+,546,ENST00000350638,ELP4
hsa-circRNA1594-3,1017.465,206.1979,,chr11,124824619,124847496,+,762,ENST00000529051,CCDC15
hsa_circ_0095629,5713.501,3106.12,,chr11,238997,244761,+,301,ENST00000532097,PSMD13
hsa_circ_0024090,798.6977,90.76888,,chr11,100836401,100844065,+,266,ENST00000524892,ARHGAP42
hsa_circ_0003834,5750.888,5030.507,,chr11,2997253,3000467,-,190,ENST00000380542,NAP1L4
hsa_circ_0005790,1463.351,4508.023,,chr11,128932174,128997200,-,3107,ENST00000310343,ARHGAP32
hsa_circ_0022406,2141.468946,2188.38342,,chr11,61643582,61643927,-,177,ENST00000527697,FADS3
hsa-circRNA9364-3,616.6288,680.4397,,chr11,883147,904859,-,1002,ENST00000323541,CHID1
hsa-circRNA1293-2,3740.004,1530.359,,chr11,36119876,36120011,+,135,ENST00000524419,LDLRAD3
hsa_circ_0020972,17.87556,90.29084,,chr11,5363743,5367583,-,1335,ENST00000300773,OR51B5
hsa_circ_0022186,2541.816282,601.5983719,,chr11,58338028,58338186,-,158,ENST00000530561,LPXN
hsa_circ_0023121,3555.818,3516.977,,chr11,67376022,67376193,+,171,ENST00000322776,NDUFV1
hsa_circ_0096798,7206.699408,2204.790753,,chr11,93521166,93523959,+,387,ENST00000251871,MED17
hsa_circ_0095798,1552.326,764.8044,,chr11,376250,376351,+,101,ENST00000329962,B4GALNT4
hsa_circ_0022217,1739.298035,1313.894578,,chr11,60658019,60666776,-,1305,ENST00000227524,PRPF19
hsa-circRNA1254-5,2282.06,619.5375,,chr11,19164524,19177476,+,980,ENST00000446113,ZDHHC13
hsa-circRNA9434-23,819.1645,478.9888,,chr11,18305341,18319264,-,1894,ENST00000396253,HPS5
hsa_circ_0024645,2458.363,1836.994,,chr11,120335945,120355216,+,2011,ENST00000397843,ARHGEF12
hsa_circ_0006286,3889.348,4733.811,,chr11,102076623,102080295,+,230,ENST00000282441,YAP1
hsa_circ_0024905,894.039,565.3407,,chr11,134037890,134038949,-,472,ENST00000534532,NCAPD3
hsa_circ_0002464,14610.1,25239.72,,chr11,3792977,3794969,-,289,ENST00000324932,NUP98
hsa-circRNA1506-20,757.1169,672.5236,,chr11,86868382,86947726,+,113,ENST00000532959,TMEM135
hsa_circ_0002058,5608.824,5179.71,,chr11,61133516,61135470,+,248,ENST00000278826,TMEM138
hsa_circ_0021887,1473.365,1049.481,,chr11,46702842,46722120,-,605,ENST00000311956,ARHGAP1
hsa-circRNA1401-4,529.8818,911.1176,,chr11,65161043,65161896,+,328,ENST00000317568,FRMD8
hsa_circ_0008457,682.703,511.0475,,chr11,47521004,47522484,-,224,ENST00000531165,CELF1
hsa_circ_0095337,1940.162,3112.12,,chr11,128932174,128994789,-,696,ENST00000310343,ARHGAP32
hsa_circ_0008248,5601.796,3252.387,,chr11,65977832,65978730,+,216,ENST00000527224,PACS1
hsa_circ_0096535,5.300447,58.21935,,chr11,78412570,78482183,-,2695,ENST00000278550,TENM4
hsa-circRNA1497,224.2317,79.08411,,chr11,76823634,76823843,+,209,ENST00000278559,CAPN5
hsa_circ_0095084,195.2718,99.87084,,chr11,117033453,117033566,+,113,ENST00000527958,PAFAH1B2
hsa_circ_0021043,67.75235,46.37999,,chr11,6625206,6632099,+,1911,ENST00000299421,ILK
hsa_circ_0023841,523.6047,252.2871,,chr11,82535408,82561113,-,1437,ENST00000313010,PRCP
hsa_circ_0096901,165.0665,56.60121,,chr11,9983503,10015545,-,32042,ENST00000527019,SBF2
hsa_circ_0096811,159.5311454,44.38866961,,chr11,93911534,93918747,+,7213,ENST00000227638,PANX1
hsa_circ_0096495,107.1685,63.09642,,chr11,77386080,77389198,-,497,ENST00000308488,RSF1
hsa-circRNA9600-12,2957.252,3297.544,,chr11,68566685,68575106,-,412,ENST00000540367,CPT1A
hsa_circ_0020982,27.07609,7.832589,,chr11,5719544,5727846,+,254,ENST00000379965,TRIM22
hsa_circ_0021978,1818.008,2231.982,,chr11,47440319,47444273,-,651,ENST00000602866,PSMC3
hsa_circ_0022197,5379.672532,4101.980516,,chr11,59369112,59378062,-,659,ENST00000263847,OSBP
hsa_circ_0024374,1104.176,369.3159,,chr11,117031860,117041761,+,3865,ENST00000527958,PAFAH1B2
hsa_circ_0023690,3058.09,3085.571,,chr11,77327195,77340944,-,1156,ENST00000525428,CLNS1A
hsa_circ_0004857,2457.694,699.7902,,chr11,9441957,9442245,+,180,ENST00000379719,IPO7
hsa_circ_0095159,160.9017,36.67384,,chr11,11919143,11942041,+,722,ENST00000339865,USP47
hsa_circ_0096304,856.2632864,275.682598,,chr11,68312305,68326147,+,618,ENST00000393799,PPP6R3
hsa_circ_0023665,346.9352,137.542,,chr11,76637600,76709865,+,394,ENST00000534206,ACER3
hsa_circ_0023019,71.8872,608.8201,,chr11,66460006,66481217,-,4534,ENST00000533211,SPTBN2
hsa_circ_0095188,1367.357,507.8127,,chr11,120328429,120338017,+,665,ENST00000397843,ARHGEF12
hsa-circRNA1232-4,912.4334,652.9818,,chr11,10789889,10792179,+,412,ENST00000361367,CTR9
hsa_circ_0024871,25314.4,10497.98,,chr11,129996594,130000061,+,494,ENST00000533616,APLP2
hsa_circ_0022172,4630.758587,4933.435348,,chr11,57479994,57559145,+,754,ENST00000531074,RP11-691N7.6
hsa_circ_0023651,6539.85,4073.772,,chr11,76183607,76207513,+,532,ENST00000343878,C11orf30
hsa_circ_0096226,193.285735,126.1172416,,chr11,66563751,66595835,+,1035,ENST00000360962,C11orf80
hsa_circ_0095041,483.7848,426.1322,,chr11,113704141,113705057,-,225,ENST00000003302,USP28
hsa_circ_0096804,415.2780815,119.9599707,,chr11,93523739,93535138,+,1049,ENST00000251871,MED17
hsa_circ_0020808,528.2917,515.6569,,chr11,2937851,2940637,+,328,ENST00000347936,SLC22A18
hsa_circ_0095482,663.6787,374.1685,,chr11,17131978,17141521,-,887,ENST00000265970,PIK3C2A
hsa_circ_0094985,880.6186,1482.932,,chr11,111859728,111866870,+,694,ENST00000389821,DIXDC1
hsa_circ_0096461,917.4351,1203.914,,chr11,75690821,75728024,+,37203,ENST00000356136,UVRAG
hsa_circ_0024704,132.1729,25.61964,,chr11,122647731,122685187,+,6328,ENST00000284273,UBASH3B
hsa_circ_0021746,19.37305,62.33341,,chr11,35333744,35339063,-,544,ENST00000278379,SLC1A2
hsa_circ_0095919,2437.579,2667.27,,chr11,47498891,47500462,+,1571,ENST00000395290,CELF1
hsa_circ_0095259,310.8774,1019.871,,chr11,123301049,123301874,+,825,ENST00000533341,AP000783.1
hsa_circ_0022157,121.0844346,60.90605979,,chr11,57319127,57322096,-,1042,ENST00000340573,UBE2L6
hsa_circ_0094776,64.54801,169.8777,,chr11,105839210,105850981,-,11771,ENST00000393127,GRIA4
hsa_circ_0023465,1436.699,892.3758,,chr11,72420914,72421021,-,107,ENST00000359373,ARAP1
hsa_circ_0021388,125.7892,75.90328,,chr11,17140766,17141521,-,283,ENST00000265970,PIK3C2A
hsa-circRNA9627-8,291.5971,534.0253,,chr11,74618189,74641417,-,336,ENST00000530562,XRRA1
hsa_circ_0023900,10212.94,6870.64,,chr11,85692171,85693046,-,263,ENST00000532317,PICALM
hsa_circ_0023604,1436.453,1023.639,,chr11,74971165,74988492,-,6680,ENST00000420843,ARRB1
hsa_circ_0095185,1429.835,380.8721,,chr11,120318582,120330029,+,938,ENST00000397843,ARHGEF12
hsa_circ_0095727,60.83939,327.0856,,chr11,33604883,33612967,+,349,ENST00000526400,KIAA1549L
hsa_circ_0021181,3750.188,968.7549,,chr11,9446460,9446809,+,194,ENST00000379719,IPO7
hsa_circ_0020702,3296.279,5187.758,,chr11,801001,801120,-,119,ENST00000531286,PIDD
hsa_circ_0095587,1528.126,493.203,,chr11,20429456,20515800,+,715,ENST00000331079,PRMT3
hsa_circ_0095609,12.12002,4.712382,,chr11,21582901,21583531,+,630,ENST00000298925,NELL1
hsa_circ_0022442,19962.33338,26025.95133,,chr11,62334277,62335000,-,335,ENST00000329251,EEF1G
hsa_circ_0022154,202.0517387,286.473363,,chr11,57261465,57263637,-,313,ENST00000278426,SLC43A1
hsa_circ_0095852,587.2159,2038.474,,chr11,44785975,44884047,+,98072,ENST00000533786,TSPAN18
hsa_circ_0020608,527.9741,728.5434,,chr11,211198,212511,+,247,ENST00000526104,RIC8A
hsa_circ_0022114,428.5305,415.2836,,chr11,57093458,57099960,-,1784,ENST00000278412,SSRP1
hsa-circRNA1291-47,26879.71,9731.93,,chr11,35240886,35243279,+,127,ENST00000526669,CD44
hsa_circ_0021947,1585.322,2649.334,,chr11,47199072,47204315,-,1721,ENST00000298838,PACSIN3
hsa_circ_0095010,442.0881,755.1622,,chr11,113077982,113085233,+,431,ENST00000531915,NCAM1
hsa_circ_0096579,9.830559,12.97911,,chr11,83173044,83177860,-,202,ENST00000398309,DLG2
hsa_circ_0022294,1876.230196,3955.318373,,chr11,61081518,61093180,-,1089,ENST00000301764,DDB1
hsa_circ_0096092,5605.556,2780.23,,chr11,63967411,63967765,+,222,ENST00000358794,STIP1
hsa_circ_0024037,717.8067,540.0423,,chr11,94178975,94180604,-,304,ENST00000323929,MRE11A
hsa_circ_0024493,866.2966,412.6959,,chr11,118627879,118634015,-,464,ENST00000264018,DDX6
hsa-circRNA9586-5,165.2802,1027.823,,chr11,66719900,66721907,-,227,ENST00000393960,PC
hsa_circ_0024122,59.39418,50.46507,,chr11,103029405,103033876,+,484,ENST00000375735,DYNC2H1
hsa_circ_0021574,3655.575,2857.122,,chr11,32953288,32956981,+,3693,ENST00000399302,QSER1
hsa_circ_0095887,3628.823,1991.008,,chr11,46791512,46800149,-,889,ENST00000529230,CKAP5
hsa_circ_0096251,1284.880364,2886.176133,,chr11,66619917,66620033,+,116,ENST00000393955,PC
hsa_circ_0095257,199.7444,25.16653,,chr11,122827203,122830238,+,3035,ENST00000227349,C11orf63
hsa_circ_0024551,5.688774,4.698722,,chr11,118992232,119005765,+,2355,---,HINFP
hsa_circ_0021421,756.4727,444.2157,,chr11,18303496,18309560,-,889,ENST00000396253,HPS5
hsa_circ_0096509,667.8215,235.4464,,chr11,77451775,77458173,-,299,ENST00000308488,RSF1
hsa_circ_0007484,495.4692,368.1541,,chr11,18305341,18307006,-,221,ENST00000396253,HPS5
hsa-circRNA1235-8,1395.57,129.6437,,chr11,12278331,12280103,+,276,ENST00000537344,MICAL2
hsa-circRNA1510-30,796.4631,261.0906,,chr11,93456206,93456455,+,249,ENST00000325212,KIAA1731
hsa_circ_0095613,14.44494,7.492781,,chr11,22242642,22261230,+,698,ENST00000324559,ANO5
hsa_circ_0095924,627.6819,867.9798,,chr11,47589760,47590655,-,895,ENST00000533507,NDUFS3
hsa_circ_0022911,206.1915,339.3345,,chr11,65635331,65639832,-,1177,ENST00000531972,EFEMP2
hsa_circ_0023477,1057.188,1203.074,,chr11,72600873,72600990,-,117,ENST00000311172,FCHSD2
hsa_circ_0020763,5.373778,122.3708,,chr11,1217101,1222366,+,5265,ENST00000358378,MUC5AC
hsa_circ_0022890,36895.4,38816.69,,chr11,65409933,65413849,+,614,ENST00000534313,SIPA1
hsa-circRNA1594-11,218.2529,17.38219,,chr11,124856637,124908965,+,2014,ENST00000529051,CCDC15
hsa_circ_0095450,16.08569,23.47456,,chr11,16199591,16208501,-,8910,ENST00000316399,SOX6
hsa_circ_0022691,7440.681,5021.552,,chr11,64084164,64084619,-,366,ENST00000535750,TRMT112
hsa_circ_0095369,163.2863,394.7196,,chr11,133520429,133523742,-,3314,---,-
hsa_circ_0022836,268.1064,719.804,,chr11,65320330,65326253,-,2009,ENST00000322147,LTBP3
hsa-circRNA9635-14,3386.232,1611.981,,chr11,77047130,77070062,-,936,ENST00000356341,PAK1
hsa_circ_0024279,537.9472,262.0131,,chr11,111706887,111735974,-,1197,ENST00000524457,ALG9
hsa_circ_0002083,4267.87,578.4322,,chr11,128350085,128360471,-,909,ENST00000392668,ETS1
hsa-circRNA1419-2,263.6642,341.8586,,chr11,65733820,65734027,+,207,ENST00000312397,SART1
hsa_circ_0095633,9.588333,53.18615,,chr11,24750718,24784854,+,330,ENST00000533227,LUZP2
hsa_circ_0096203,12388.54,7976.438,,chr11,6632136,6632683,-,547,ENST00000299424,TAF10
hsa_circ_0022820,777.0388,649.9161,,chr11,65108436,65120451,+,2204,ENST00000528416,DPF2
hsa_circ_0096318,959.9271779,847.6983761,,chr11,68337215,68363686,+,910,ENST00000393799,PPP6R3
hsa_circ_0020798,9776.331,12869.4,,chr11,2411641,2417944,+,582,ENST00000263645,CD81
hsa_circ_0021442,2038.922,939.6965,,chr11,18354606,18379589,+,1366,ENST00000453096,GTF2H1
hsa_circ_0096386,2709.922296,2425.786936,,chr11,72560799,72632995,-,738,ENST00000311172,FCHSD2
hsa-circRNA1476-13,1412.152,1761.883,,chr11,71943669,71944566,+,410,ENST00000541756,INPPL1
hsa-circRNA1456-53,13715.76,13360.92,,chr11,68125117,68157520,+,1096,ENST00000294304,LRP5
hsa_circ_0096745,666.1280409,540.6005167,,chr11,9225206,9228329,-,768,ENST00000328194,DENND5A
hsa_circ_0021844,964.0482,2568.362,,chr11,46455023,46465148,-,455,ENST00000298834,AMBRA1
hsa_circ_0095253,99.75741,35.48907,,chr11,122669649,122677224,+,345,ENST00000284273,UBASH3B
hsa_circ_0000283,283.827,135.562,,chr11,33127112,33127610,-,229,ENST00000323959,CSTF3
hsa_circ_0023498,2570.71,1297.699,,chr11,73141734,73179537,-,169,ENST00000064778,FAM168A
hsa_circ_0021250,29.51465,10.49263,,chr11,10818592,10827594,-,3387,ENST00000526148,EIF4G2
hsa_circ_0024835,313.356,80.64565,,chr11,128651852,128651918,+,66,ENST00000608303,FLI1
hsa-circRNA9782-6,2075.034,1681.215,,chr11,129775532,129782120,-,426,ENST00000358825,PRDM10
hsa_circ_0024927,476.5732,175.2491,,chr11,134180464,134188641,+,797,ENST00000431683,GLB1L3
hsa_circ_0023696,5583.954,6107.701,,chr11,77333544,77340944,-,521,ENST00000525428,CLNS1A
hsa_circ_0023076,3247.208,7015.196,,chr11,67074512,67074907,+,138,ENST00000308127,SSH3
hsa_circ_0023406,8844.885,8133.479,,chr11,71671795,71671937,+,142,ENST00000361756,RNF121
hsa_circ_0023776,9141.592,9866.424,,chr11,77817852,77823816,-,401,ENST00000530608,ALG8
hsa_circ_0023691,160.6835,57.18634,,chr11,77327195,77348851,-,1373,---,CLNS1A
hsa_circ_0023993,4886.879,1888.536,,chr11,89947185,89951352,-,265,ENST00000320585,CHORDC1
hsa-circRNA9635-12,4113.184,3509.739,,chr11,77064580,77103586,-,857,ENST00000356341,PAK1
hsa_circ_0096079,202.3441,111.5084,,chr11,63472322,63488504,+,2388,ENST00000377819,RTN3
hsa_circ_0022066,151.6431,156.3171,,chr11,47809733,47833981,-,1794,ENST00000378460,NUP160
hsa_circ_0023965,768.3459,119.9373,,chr11,86219833,86270865,-,360,ENST00000393324,ME3
hsa-circRNA9695-4,2806.521,537.3039,,chr11,107686515,107686691,-,176,ENST00000525815,SLC35F2
hsa-circRNA9376-78,1639.295,1094.699,,chr11,3712576,3720578,-,712,ENST00000324932,NUP98
hsa_circ_0022180,2383.612748,1841.537309,,chr11,57558856,57563201,+,514,ENST00000524630,CTNND1
hsa_circ_0024429,3799.115,2465.649,,chr11,118245610,118245944,+,334,ENST00000252108,UBE4A
hsa_circ_0096424,177.5134241,1801.229408,,chr11,74053505,74054461,-,414,ENST00000298198,PGM2L1
hsa_circ_0096106,164.5438,1353.399,,chr11,64453117,64453419,-,302,ENST00000377551,NRXN2
hsa-circRNA9633,1290.767,465.5252,,chr11,76075381,76077016,-,216,ENST00000528993,PRKRIR
hsa_circ_0096174,517.4522,980.6437,,chr11,65318596,65319035,-,189,ENST00000322147,LTBP3
hsa_circ_0096275,323.7404974,191.5134875,,chr11,67941270,67957619,-,729,ENST00000304363,SUV420H1
hsa_circ_0023697,18430.45,20056.35,,chr11,77336007,77348851,-,564,ENST00000525428,CLNS1A
hsa_circ_0023308,5.537595,45.90636,,chr11,69950104,69954510,+,259,ENST00000355303,ANO1
hsa_circ_0022341,476.0076972,1198.468475,,chr11,61314648,61314780,-,132,ENST00000539468,SYT7
hsa-circRNA9479-17,2697.23,1486.403,,chr11,47441814,47442278,-,243,ENST00000602866,PSMC3
hsa-circRNA9513-17,5697.35,3606.801,,chr11,61643322,61646319,-,791,ENST00000527697,FADS3
hsa_circ_0023594,792.844,349.4512,,chr11,74559159,74563127,-,558,ENST00000530562,XRRA1
hsa_circ_0094706,512.7999,209.7857,,chr11,10019812,10019926,-,114,ENST00000256190,SBF2
hsa_circ_0023732,804.607,460.4801,,chr11,77618762,77649871,-,1026,ENST00000433818,INTS4
hsa-circRNA9435-2,3187.075,2993.593,,chr11,18524032,18531212,-,283,ENST00000536719,TSG101
hsa_circ_0095443,50.24766,248.6498,,chr11,16068059,16119234,-,725,ENST00000316399,SOX6
hsa_circ_0024273,1385.577,558.774,,chr11,111625222,111626174,-,342,ENST00000311129,PPP2R1B
hsa_circ_0024148,11.38318,61.26222,,chr11,104761896,104768195,-,755,ENST00000422698,CASP12
hsa-circRNA1326-10,4511.391,1251.475,,chr11,48164470,48168515,+,556,ENST00000418331,PTPRJ
hsa_circ_0024877,1856.769,2782.123,,chr11,130064534,130068313,+,555,ENST00000278742,ST14
hsa_circ_0096271,178.1444332,81.69785462,,chr11,67938481,67947667,-,669,ENST00000304363,SUV420H1
hsa_circ_0095413,27.24961,18.43581,,chr11,14793482,14825596,+,544,ENST00000282096,PDE3B
hsa_circ_0022989,1601.483,2317.272,,chr11,66254010,66255478,+,307,ENST00000531863,DPP3
hsa_circ_0023451,1165.932,416.5764,,chr11,72295244,72295357,-,113,ENST00000334456,PDE2A
hsa_circ_0023947,2390.459,1788.897,,chr11,85779692,85780139,-,447,ENST00000526033,PICALM
hsa_circ_0021735,4746.312,960.6869,,chr11,35226058,35227790,+,261,ENST00000360158,CD44
hsa_circ_0023405,670.1701,330.3443,,chr11,71668272,71693961,+,335,ENST00000361756,RNF121
hsa_circ_0095092,5398.816,2155.988,,chr11,117209281,117222704,+,414,ENST00000278935,CEP164
hsa_circ_0022622,584.8016,778.7268,,chr11,63706441,63713407,+,229,ENST00000536939,NAA40
hsa_circ_0021001,1222.214,2532.43,,chr11,6499967,6501693,-,678,ENST00000396777,ARFIP2
hsa_circ_0095026,514.5104,173.7953,,chr11,113607341,113619142,-,1294,ENST00000200135,ZW10
hsa_circ_0024228,267.2559,65.70958,,chr11,108165653,108201148,+,2739,ENST00000278616,ATM
hsa_circ_0096353,4198.949581,1594.597217,,chr11,70221023,70222706,+,245,ENST00000253925,PPFIA1
hsa_circ_0021664,488.5112,259.4001,,chr11,34129757,34135385,+,510,ENST00000257829,NAT10
hsa_circ_0096458,728.5762,533.4121,,chr11,75562927,75599947,+,390,ENST00000356136,UVRAG
hsa_circ_0023188,2847.343,1629.542,,chr11,68125117,68125315,+,198,ENST00000294304,LRP5
hsa-circRNA1571-7,12249.94,7136.78,,chr11,118963644,118963731,+,87,ENST00000278715,HMBS
hsa_circ_0095809,5.773661,4.767552,,chr11,41051318,41051481,+,163,ENST00000528697,LRRC4C
